Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description
11339,Delete mock.pdf after download completes,0.5689821,Fixed PDFs not loading in the PDF viewer. #27209 (Also in 12),
11340,Fix naming and formatting,0.57296973,"Fixed an issue where Content-Disposition filenames would be incorrectly truncated at the first comma for a filename attachment which contained one. #31694 (Also in 13, 14, 15)",
11341,Extract common code into IsPreferenceEnabled method,0.6026048,- Add isDevToolsFocused method to WebContents and .,
11342,Move preferences check to OnPdfResourceIntercepted,0.566277,- Add statusLine property to webRequest.OnHeadersReceived API's responseHeaders object.,
11343,Add new test and enable plugins for existing tests,0.6514975,- Add plugins attribute for ,
11344,Fix linting violations,0.59280205,Fixed linting after shell rename. 56930338,
11345,Suppress pdf plugin dispatch if plugins are disabled,0.83310986,The built-in PDF viewer plugin is now disabled if the plugins option,
11346,Merge pull request #9243 from seanchas116/custom-clipboard-data,0.5647807,fix: ability to fetch separators by id. #15299 ,
11347,Remove buffers setting in write spec,0.6201656,- Fix length of Buffer becoming 0 when there are lots of Buffer created.,
11348,Throw error when non-Buffer specified instead of crashing,0.69457316,- Fix crash when using ArrayBuffer.,
11349,Remove buffers option since only a single is supported,0.5975489,- Fix length of Buffer becoming 0 when there are lots of Buffer created.,
11350,Include map,0.6529965,- Add support for geolocation.,
11351,Remove console.log,0.6799562,- win: Fix formating in console.log.,
11352,Tweak doc text,0.6133066,docs: add Size as an option for pageSize in docs for printToPDF. #15526 ,
11353,Rename buffer -> buffers,0.69383,- Fix using Buffer created with external native C buffer.,
11354,Add experimental,0.6876484,Additions,
11355,Add docs,0.66157365,- Move documentations to docs.,
11356,Add buffer support in clipboard.write(),0.8435029,"Added a clipboard.writeBuffer(format, buffer) API to write a raw buffer to",
11357,Add clipboard.writeBuffer,0.87531865,- Add clipboard.writeImage API.,
11358,Merge pull request #9554 from javan/patch-2,0.55470705,fix: ability to fetch separators by id. #15299 ,
11359,Update BrowserView docs. Fixes #9553,0.78255683,"Fixed an issue where BrowserViews couldn't be effectively reparented. #27000 (Also in 11, 12)",
11360,Merge pull request #9551 from electron/upgrade-libcc,0.58216655,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
11361,Upgrade libcc to electron/libchromiumcontent@a3cff0522,0.6694243,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
11362,Obtain SHA-1 of libcc commit from submodule,0.52897125,chore: bump libcc submodule. #16035 ,
11363,Remove sample notification code,0.6892494,- Remove the notification from notification center when is clicked or cancelled.,
11364,Update for the brightray move,0.5894271,Merged code in brightray into atom. #15240,
11365,Mark notification API as experimental,0.6473626,API Change Notice:,
11366,Add Notification API docs,0.6879767,- Add app.addRecentDocument API,
11367,"Remove shell link validation, users should do this themselves",0.50016534,Skip client-certificate test for Linux. #12213 ,
11368,Basic linux impl,0.6735347,Linux,
11369,Code cleanup,0.6910567,chore: fix tag cleanup. #16354 ,
11370,Get image notifications working on Win7 + Win10,0.7521021,- Fix images not showing in notifications on OS X 10.9.,
11371,Support Windows 7 notifications from brightray,0.77179456,Added support for notifications on Windows 7. #9168,
11372,Fix string16 init on macOS,0.6397674,Fixed broken save dialog on macOS for  downloads. #16647,
11373,Initial semi-working windows implementation,0.7075137,Windows:,
11374,macOS implementation of notifications in the main process,0.8060498,Allow for MacOS notifications to be immediately delivered. #16060,
11375,Upgrade libcc to electron/libchromiumcontent@a3cff0522,0.66942436,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
11376,Merge pull request #9544 from kyokutyo/fix-typo-in-japanese-docs,0.5862017,Fix documentation tyop. #14477 ,
11377,Merge pull request #9540 from RevoluPowered/patch-1,0.58256096,fix: ability to fetch separators by id. #15299 ,
11378,Fix missing return value type for systemPreferences.getUserDefault,0.7520801,Fixed an issue where systemPreferences.getUserDefault would crash when,
11379,Add BrowserView to docs index,0.6706326,- Add BrowserWindow.isDevToolsFocused API.,
11380,Don't run tests on Janky CI,0.51468486,ci: don't run gn debug build on older branches. #14584 ,
11381,Fix missing dep of libdatrie1,0.71701956,"Chore: backport EPROTOTYPE fixes from libuv. #32944 (Also in 16, 17)",
11382,Fix missing deps when building for ia32 and arm,0.6448291,Added arm64 builds. #10219,
11383,Fix pylint warnings,0.6984134,Fixed CSP warnings in the default app. #13437,
11384,Build with jessie sysroot image,0.5672674,- mac: Build .dSYM for node modules.,
11385,Download debian jessie sysroot images,0.5381869,  DownloadItem instances. #8678,
11386,Fix typo in Japanese docs,0.56585145,Fix documentation tyop. #14477 ,
11387,Fix menubar animations being incorrect in RTL layout,0.6970215,"Fixed context menus not being positioned correctly when near the edge of the screen. #28278 (Also in 12, 13)",
11388,ci build fix,0.6741843,build: fixes for CI flakes. #18523 ,
11389,minor fixes and enable datalist elements in OSR,0.6137818,"Fixed an OSR crash happening when input select items were rendered. #34069 (Also in 17, 18, 19)",
11390,Fixed vscode debugging code,0.74299014,Fixed an issue with a consistent unwanted exception appearing during a debugging session with the VSCode debugger. #24191 ,
11391,add ability to open popup on second click,0.70117104,Fixed autofill popup position when the popup is spawned from a webview. #13184 ,
11392,:art: lint fix,0.55023235,Fixed linting after shell rename. 56930338,
11393,add datalist element view,0.7142005,Fix rendering of datalist elements. #10510,
11394,Merge pull request #9397 from electron/enable-webview,0.6524097,fix: manually manage WebContents of webview when it is detached (3-0-x). #14488 ,
11395,Tweak webviewTag option description,0.7496016,Enabled NodeIntegrationInSubFrames option usage for webview tags. #17398,
11396,Merge origin/master into enable-webview,0.66792107,fix: manually manage WebContents of webview when it is detached (3-0-x). #14488 ,
11397,Merge pull request #9527 from electron/brightray-cleanup,0.5765823,Merged code in brightray into atom. #15240,
11398,Add full prefix to main_delegate.h include,0.52575856,Allowed setting the 'Origin' header and Sec-Fetch-* headers in net.request(). #26135 ,
11399,Remove extra newlines,0.5740007,Removed extra menu separators. #11827,
11400,Remove unneeded brightray folder from include dirs,0.63903445,Fixed an issue where removing a folder from the workspace in the dev tools,
11401,Add missing brightray prefix,0.58007157,Merged code in brightray into atom. #15240,
11402,Remove lint from inspectable_web_contents_view_views.h/cc,0.6442145,- Fix leak when removing WebView from DOM.,
11403,Add memory include for std::unique_ptr,0.46503043,- Fix using persistent storage.,
11404,:art: Group includes,0.44228578,- Add  tag,
11405,Add brightray prefix to include paths from within brightray,0.6105436,Merged code in brightray into atom. #15240,
11406,Fix build/include_alpha linter violations in brightray,0.595548,Merged code in brightray into atom. #15240,
11407,Remove exclusion of runtime/references rule,0.6257312,- Fix occasional exception when removing a reference to a remote object.,
11408,Fix build/include_what_you_use linter violations in brightray,0.57338274,Merged code in brightray into atom. #15240,
11409,Fix build/header_guard linter violations in brightray,0.57614005,Fixed flickering when maximizing and restoring frameless windows. #21201,
11410,Remove unused includes,0.7361917,Removed/Deprecated,
11411,Remove 10.8 foundation_util workaround,0.6166602,"- The whole require('atom-delegate').browserMainParts.preMainMessageLoopRun = ... things are removed since v0.8.0, use app.on('ready', ...) instead.",
11412,Remove unused BRYApplication class,0.5641474,Removed deprecated systemPreferences methods. #26849 ,
11413,Use kIgnoreCertificateErrors from content_switches.h,0.6239141,- Fix webContents.reloadIgnoringCache not working.,
11414,Merge pull request #9518 from TingPing/tingping/gio-trash,0.5612538,- Fix crash when using fetch in custom protocols. #5932,
11415,Merge pull request #9519 from electron/better-patch,0.5593576,  backwards-compatibility but will be removed in Electron 2.0. #7952,
11416,Merge pull request #8596 from renaesop/master,0.5774249,fix: ability to fetch separators by id. #15299 ,
11417,Fix JSON issue in example block,0.6713182,- Fix wrong unresponsive event caused by blocking js call.,
11418,Make isDefault a bool,0.5627603,"- Add setAudioMuted, isAudioMuted methods for WebContents and  tag.",
11419,Add printer info structure file,0.7334573,- Add support for printing.,
11420,Add parameter name,0.61754453,- Add preload attribute for ,
11421,:art:,0.44346923,Documentation,
11422,Tweak print docs,0.6578431,Enabled out-of-process iframe printing to PDF with webContents.printToPDF().. #36095 ,
11423,printerList() -> getPrinters(),0.69691783,  printers. #8596,
11424,Merge remote-tracking branch 'origin/master' into renaesop_master,0.5053021,- Fix search paths of remote.require.,
11425,Merge pull request #9358 from electron/fetch_job_uaf_patch,0.50548863,Fixed crash while exiting Electron after using the Web Serial API. #25969 ,
11426,Use v8::ArrayBuffer::Allocator inside Node,0.6379379,build: add v8_embedder_string to build args. #15120 ,
11427,Support gio as trash implementation,0.7995986,shell.moveItemToTrash now supports the gio trash implementation on Linux.,
11428,Merge pull request #9516 from electron/flaky-pid-test,0.55415404,Bump electron-typescript-definitions requirement to 1.2.10 or higher. #11048,
11429,Assert pid after load finishes,0.59399116,  pid for a renderer process. #9222,
11430,Merge pull request #9513 from electron/download-url,0.57334095,- Fix the remote devtools page not loading in Electron. #6707,
11431,atom-shell -> electron in node_release_urlbase,0.61619717,Updated the electron module to use @electron/get.  The minimum supported node version is now Node 8. #18413,
11432,Default webviewTag to false,0.7662476,Fixed some properties not working in webview tags. #22511,
11433,Remote stray ©,0.7461716,  remote properties. #9101,
11434,Mention preloadURL is in webPreferences,0.7537676,Removed the semi-documented preloadURL property from WebPreferences. #33228 ,
11435,Add will-attach-webview advice to security.md,0.6741145,  option if unspecified. See the webview/security docs for more information.,
11436,Add explicit spec for removing preload from webview,0.6835808,fix: manually manage WebContents of webview when it is detached (3-0-x). #14488 ,
11437,Inherit webviewTag setting from parent window,0.6940644,Add BrowserView.getAllViews() and BrowserView.getFromWebContents(). #11225,
11438,Add failing spec for webviewTag inheritance,0.703008,Fixed some properties not working in webview tags. #22512,
11439,Rename option to webviewTag and default to nodeIntegration value,0.82598096,Enabled NodeIntegrationInSubFrames option usage for webview tags. #17398,
11440,Merge remote-tracking branch 'origin/master' into enable-webview,0.59177554,fix: manually manage WebContents of webview when it is detached (3-0-x). #14488 ,
11441,Merge pull request #9508 from electron/upgrade-libcc,0.5799422,Fixed some accelerators having Shift appended to them twice. electron/libchromiumcontent:698,
