Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Class
1667,AppWindow.vala: Move more things into construct (#404),0.41158304,Redesigned app icon,Currently translated at 4.9% (42 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/tl/,0
1668,1166: Initial phase of import now in background thread and cancellable by user.,0.39348698,Avoid a crash when importing videos,Currently translated at 99.3% (850 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/id/,0
1669,Updates translations in anticipation of the Shotwell 0.14.1 release.,0.70010495,Translation updates,,1
1670,"2956: Fixed database assertion when upgrading from 0.7.2.  Hopefully using this new method, we won't be bitten by this going forward.",0.33965153,* Fix building against latest gexiv2,,0
1671,"implements #1179, giving the user the option to update the exif data when adjusting the date/time of a photo.  also implements #1289, but brought to our attention #1295 and that the feature isn't implemented for direct edit (soon to be ticketed)",0.41875836,Redesigned Photo Viewer icon,,0
1672,For #65/#1001: Create Event now undoable.  Allison needs this to complete #964.,0.3719582,Fix a possible crash with invalid date and time info,,0
1673,"1143: First cut of Mallard documentation, courtesy Robert Ancell and Peter DO Smith.",0.3095355,Photos taken on the same day show under the same event,,0
1674,BasicProperties.vala:,0.30928302,* Updated translations,Currently translated at 99.8% (854 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/hr/,0
1675,2492: Preferences checkboxes for auto-import and auto-commit metadata.,0.35779962,Fix pasting in comment box,,0
1676,Fix URLs in Resources.vala,0.33094284,Avoid a crash when importing videos,,0
1677,Fixes #2437.,0.37370017,* Fix building against latest gexiv2,,0
1678,Use ngettext instead of checking if a number is 1 or not (#524),0.2445302,* Use Granite.MessageDialog throughout,,0
1679,Merged changes from branches/shotwell-0.7 to trunk.,0.41987526,"Replace all instances of ""Shotwell"" with ""Photos""",,0
1680,Phase 5 of translation migration.,0.63977313,Translation updates,,0
1681,897: Last Import page.,0.4381631,The list of issues closed by this release can be found here.,  LibraryWindow.vala: remove build settings method   moar   smaller diff ,0
1682,More fixed warnings for the next version of Vala.,0.42682752,The list of issues closed by this release can be found here.,Currently translated at 0.5% (4 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/lb/,0
1683,fixes #882 synchronize selection between views,0.44414783,Focus photos on startup when previewing to fix navigating with left and right arrow keys,Currently translated at 99.2% (849 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/ja/,0
1684,Fixed #1238 ([windows] wrong theme when MinGW is not installed).,0.42814922,* Fix building against latest gexiv2,Currently translated at 97.4% (834 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1685,"Only delete files when emptying the Trash, in other cases (e.g. Remove from library) do not delete the files to avoid data loss.",0.26281777,"Replace all instances of ""Shotwell"" with ""Photos""",Currently translated at 97.4% (834 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1686,ImportPage.vala: toolbar cleanup (#287),0.4352782,Avoid a crash when importing videos,Currently translated at 97.2% (832 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1687,3528 keyboard mnemonics in New Search dialog,0.54583037,Redesign a large number of dialogs,Currently translated at 97.2% (832 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1688,Fixed a minor bug introduced in the previous revision whereby the histogram graphic in the adjustment palette failed to update in response to movement of the exposure slider.,0.513436,Redesigned Photo Viewer icon,Currently translated at 97.0% (830 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1689,Translated using Weblate (Allemand),0.6518627,Translation updates,Currently translated at 97.0% (830 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1690,Preserve the orientation field for .JPGs when exporting them with stripped metadata; ref #6684.,0.5155114,New actions to copy image or metadata to clipboard,Currently translated at 96.8% (829 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1691,2979 specific error when unable to import to library folder,0.43423933,Avoid a crash when importing videos,Currently translated at 96.8% (829 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1692,3730 selectable RAW developer,0.3090305,* Fix building against latest gexiv2,Currently translated at 96.7% (828 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1693,"Replaces external editor in photo context menu with full open with menu, fixes bug 1321029",0.69285715,Add Open In menu to the photo viewer,Currently translated at 96.7% (828 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1694,Fixed a bug introduced in r2458 where there's a need to search a SortedList for an item whose underlying state has changed and is no longer in sorted order.,0.3137306,Fix a possible crash with invalid date and time info,Currently translated at 96.6% (827 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1695,193: Drag selection now available.,0.55094993,Draw selection rectangle when dragging to select,Currently translated at 96.6% (827 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1696,"Closes #5050, closes #5086; moves the settings migrator someplace sensible, causes the migrator to clean up old paths.",0.35735852,The list of issues closed by this release can be found here.,Currently translated at 96.5% (826 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1697,Remove background gnome settings code (#221),0.41254842,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 96.5% (826 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1698,improvements to prefs dialog Ticket #2789,0.5027261,Redesign a large number of dialogs,Currently translated at 96.4% (825 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1699,Specify a particular nodejs version to fix Travis CI (#555),0.40432554,* Fix building against latest gexiv2,Currently translated at 96.1% (823 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1700,1198: Display progress on startup if the user's library is large enough to warrant it.  Also some optimizations,0.37888515,Make sure we show the right apps in the Open In menu,Currently translated at 95.9% (821 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1701,Closes ticket #818 (internationalize .desktop files),0.42840618,Avoid a crash when importing videos,Currently translated at 95.9% (821 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1702,remove get_header from properties,0.28191614,* Use Gtk.FileChooserNative throughout,Currently translated at 95.8% (820 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1703,The Facebook login WebKit control now displays the loaded HTML page in the user's system language (if Facebook supports it). Closes #3022.,0.40089548,Add Open In menu to the photo viewer,Currently translated at 95.8% (820 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1704,commit to allow merge,0.3111235,Redesign a large number of dialogs,Currently translated at 95.7% (819 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1705,Fix documentation for future generation (#270),0.47323224,* Fix building against latest gexiv2,Currently translated at 95.7% (819 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/nl/,0
1706,Closes #4663; makes the straighten tool and crop tool interaction much friendlier.,0.3382211,The list of issues closed by this release can be found here.,Currently translated at 99.8% (854 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/es/,0
1707,"Updated Chinese (Taiwan), Croatian, English (UK), Estonian, German, Hebrew, Galician, Polish, Portuguese, Portuguese (Brazil), Romanian, Russian, Serbian, Slovenian, Turkish translations.",0.5929351,* Updated translations,,0
1708,Renamed documentation pages in Makefile: I had changed these in an earlier,0.41992164,* Updated translations,,0
1709,Updated Asturian translation.,0.7272172,* Updated translations,,1
1710,"1852: Although I cannot reproduce this, I do see how this can occur.  I believe this fixes the problem.",0.26121575,The list of issues closed by this release can be found here.,,0
1711,"3188: Find button added to toolbars on pages that show media (but not pages that show events).  Some other code cleanup too, including moving to a single Gtk.ActionGroup for common actions, meaning that LibraryWindow doesn't have to synchronize actions when pages are switched from (and that pages can monitor those actions for their own state, which cleans up EventDirectoryPage a bit).",0.47797838,Move Toggle Sidebar and Toggle Photo Info actions to the main menubutton,Currently translated at 100.0% (856 of 856 strings) Translation: Photos/Photos Translate-URL: https://weblate.elementary.io/projects/photos/photos/he/,0
