Index,Message,Description
20396,Updating to include #3632,
20397,Merge pull request #3632 from NillsF/master,Traffic manager TTL can be 1 second
20398,Merge pull request #3639 from terraform-providers/vnet/add_cidr_test,azurerm_virtual_network: add test updating address_spaces and adding a new subnet
20399,add enable_powerbi_service and firewall rules; fix minor errors,
20400,azurerm_virtual_network: add test updating address_spaces and adding a new subnet,
20401,use azuread provider in acceptance tests (#3631),
20402,remove unused service fabric files,
20403,upgrade to v30.0.0 Azure go sdk,
20404,Traffic manager TTL can be 1 second,
20405,data.azurerm_platform_image: removed incorrect check destroy (#3619),
20406,Update CHANGELOG.md,
20407,Add ignore to misspell (#3626),
20408,New Resource: azurerm_iot_dps (#3618),
20409,Cleanup after v1.30.1 release,
20410,v1.30.1,
20411,fixing a resource name,
20412,Updating to include #3613,
20413,Merge pull request #3613 from terraform-providers/b/msi-auth,msi: registering the client
20414,updating the version to 1.30.1,
20415,msi: registering the client,
20416,remove obsolete nil checks,
20417,Cleanup after v1.30.0 release,
20418,v1.30.0,
20419,Update CHANGELOG.md,
20420,Update azurerm_resource_group documentation (#3585),
20421,Merge branch 'master' into f/refactoring,
20422,Update CHANGELOG.md to include #3547,
20423,provider/azurerm: Add maximum_elastic_worker_count to app_service_plan (#3547),Fixes: #3445
20424,Update CHANGELOG.md to include #3571,
20425,New Data Source: azurerm_virtual_network_gateway_connection (#3571),Adds a Data Source for Virtual Network Gateway Connection #3561
20426,Update CHANGELOG.md to include #3578,
20427,Bump blob storage client version to 2019-04-01 (#3578), Update storage client version to 2019-04-01
20428,Updating to include #3598,
20429,Merge pull request #3598 from sean-nixon/datadisk_restore,"Add support for creation_option ""Restore"" on managed disks (issue #3421)"
20430,Merge pull request #3605 from nfagerlund/jun19_sidebar,website: Update the nav sidebar for easier browsing
20431,Merge pull request #3599 from WheresAlice/patch-1,Improve docs on create_mode for sql_database
20432,website: Remove sidebar_current calls from nav sidebar,"This is no longer used, and removing it makes the sidebar easier to read/edit."
20433,website: Default most sidebar nav sections to closed,
20434,docs/virtual_machine: StorageDataDisk should have optional disk_size (#3589),This follows the code which marks the parameter as optional and not required
20435,Update website/docs/r/sql_database.html.markdown,Co-Authored-By: kt kt@katbyte.me
20436,azurerm_role_assignment: update docs to include groups and ObjectID language (#3601),related to #2267
20437,Improve docs on create_mode for sql_database,
20438,Update documentation for managed disk Restore option,
20439,Add Restore as valid createOption for managed disks,
20440,devtestlabs: moving to the new structure,
20441,trafficmanager: moving to the new structure,
20442,logic: refactoring into the new client,
20443,managementgroup: moving to the new client structure,
20444,servicefabric: refactoring to use the new clients,
20445,apimanagement: renaming the field,
20446,applicationinsights: refactoring to use the new clients,
20447,securitycenter: refactoring to use the new client structure,
20448,recoveryservices: refactoring to use the new clients,
20449,Merge pull request #3576 from terraform-providers/f/refactor-clients,refactoring: continuing refactoring the clients
20450,Update resource_arm_cosmosdb_account.go (#3582),This PR addresses Issue #3569.
20451,Update virtual_machine_scale_set.html.markdown (#3579),Using a value of 32 returns the following error -- Public IP address test_name has invalid Idle Timeout. The value must be between 4 and 30.
20452,datafactory: refactoring to the new structure,
20453,databricks: refactoring to use the new clients,
20454,iothub: refactoring to use the new clients,
20455,cognitive: refactoring to the new structure,
20456,MSI: refactoring to use the new client,
20457,scheduler job: refactoring to use the new clients,
20458,policy: refactoring to the new structure,
20459,servicebus: refactoring to use the new structure,
20460,search: refactoring to use the new client,
20461,signalr: refactoring to the new structure,
20462,relay: moving to the new structure,
20463,notification hubs: refactoring to use the new structure,
20464,cdn: refactoring to use the new format,
20465,eventhub: refactoring to use the new format,
20466,eventgrid: refactoring to use the new client format,
20467,Merge pull request #3574 from terraform-providers/r/use_shared_functions,remove common_schema.go
20468,Update CHANGELOG.md to include #3539,
20469,azurerm_api_management.security.disable_triple_des_chipers has incorrect spelling (#3539),Fixs #3021
20470,remove zone functions,
20471,remaining resource functions,
20472,azure.NormalizeLocation,
20473,azure.SchemaLocationForDataSource,
20474,misc location functions,
20475,azure.SchemaLocation,
20476,azure.SchemaResourceGroupName,
20477,Update CHANGELOG.md to include #3566,
20478,Support for Windows Container in Azure App Service (#3566),fixes #2999
20479,Fix the crash point for APIM client registration (#3560),
20480,Merge pull request #3553 from stuartleeks/fix-redis-client-build,Fix build errors
20481,Fix build errors,
20482,Merge pull request #3544 from terraform-providers/f/refactor,Refactor: migrating clients into packages
20483,Updating to include #3481,
20484,Merge pull request #3481 from sjones-sot/issue-3432,Add redis_cache datasource
20485,Updating to include #3533,
20486,Merge pull request #3533 from t0klian/master,[GH-3470] Adding General group to WAF exclusions
20487,Merge pull request #3536 from brijrajsingh/master,Fixed typo issue in resource_arm_loadbalancer_rule
20488,goimports fixed test,
20489,refactor: moving media to the new struct,
20490,refactor: moving apimgmt into the new client,
20491,Fixed typo issue in resource_arm_loadbalancer_rule,
20492,refactor: moving redis to use the internal clients,
20493,refactor: moving to use the new client for loganalytics,
20494,refactor: moving DNS to the new client,
20495,refactor: moving to use the new containers client,
20496,refactor: moving to use the new automation client,
20497,refactor: moving hdinsight to use the new client,
20498,refactor: moving the devspace client out,
20499,refactor: moving feature flags internally,
20500,goimports lint fix,
20501,Set patch_schedule to empty list if no schedules present - allows,"outputs to be used for this item without error, even when there are no schedules."
20502,Updating to include #3525,
20503,Updating to use Go 1.12,
20504,Merge pull request #3525 from terraform-providers/f/multiple-builds,Travis enhancements
20505,Update resource_arm_application_gateway.go,
20506,[GH-3470] Adding General group to WAF exclusions,
20507,add tests for admin_users but can't execute them currently,
20508,Refined the documentation to include some more info.,
20509,add tests for tags and querypool_connection_mode,
20510,Update provder conf to include new data source azurerm_resource,
20511,New data source azurerm_resource,
20512,add basic acc test for analysis services server,
20513,[docs] azurerm_app_service: Adds missing auth_settings to the Argument Reference section (#3527),
20514,Updating to include #3513,
20515,Merge pull request #3513 from alex-doerfler/issues3512,New Data Source: azurerm_sql_server
20516,travis: splitting into multiple builds to highlight what failed,
20517,introducing a newline for goimports,
20518,d/sql_server: suffixing the test with basic to match the others,
20519,Cleanup after v1.29.0 release,
20520,v1.29.0,
20521,azurerm_cosmosdb_account: fix panic from issue #3523 (#3524), azurerm_cosmosdb_account: fix panic from issue #3523
20522,linting: re-enable goimports linter (#3521),
20523,Updated import statement (#3518),Import statement had a extract character 1
20524,Update azurerm/data_source_redis_cache.go,Removed MaxItems on readonly resource Co-Authored-By: Tom Harvey tombuildsstuff@users.noreply.github.com
20525,"Add version and admin login, cleanup tests, expose tags, and some nil checks",
20526,add analysis services client registration,
20527,New Data Source: azurerm_sql_server,
20528,Doc corrections and full schema description added,
20529,Corrected defaults on resources in schema,
20530,updating the phrasing,
20531,Updating to include #3491,
20532,Merge pull request #3491 from titilambert/master,Add support multiple agent pool profiles
20533,Updating to include #3499,
20534,Merge pull request #3499 from kiall/bug/roles-case-insensitive,Role Assignment - Treat name as case insensitive
20535,Updated schema for R/O attribs. Added missing patch_schedule elements and d.Sets,
20536,r/kubernetes_cluster: documenting that multiple agent_pool_profile blocks can be specified,
20537,Updating to include #3417,
20538,Merge pull request #3417 from terraform-providers/012/rc1,Upgrade terraform provider SDK to v0.12.0
20539,Update CHANGELOG.md to include #3494,
20540,data.azurerm_virtual_network: add network_space property to match resource (#3494),Fixes #3373 Fixes #3384
20541,Update CHANGELOG.md,
20542,Bug Fix: azurerm_express_route_circuit (#3496),  Fixing express route circuit   UPpdate comment 
20543,Adding update method to resource_arm_dev_test_virtual_network_test (#3501),
20544,go get github.com/hashicorp/terraform@v0.12.0; go mod tidy; go mod vendor;,
20545,Add documentation for multi agent pool profiles,
20546,Updated Optional fields to Computed in schema,
20547,Add test for multi agent pool profiles,
20548,Updating to include #2831,
20549,Merge pull request #2831 from joakimhew/feature/app_service_site_auth_settings,azurerm_app_service: Adds authentication support
20550,r/app_service: making auth_settings computed/the linux tests pass,
20551,removed point for accessing key values,tidied up multiple calls to testLocation() simplified test steps and removed unnecessary func for resource setup updated docs to refer to correct resource
20552,Updating to include #3484,
20553,Merge pull request #3484 from jlpedrosa/bugifx/aks_addons_casing,"Changed casing of field ""SubnetName"" for the virtual kubelet/aci addon in AKS"
20554,r/app_service: updating the docs per the PR comments,
20555,Role Assignment - Treat name as case insensitive,"When the wrong case is used for a role name, e.g. acrpull instead of the correct AcrPull, azure will accept the request and return the correct casing. This results in Terraform believing it needs to update the resource incorrectly."
20556,Updating to include #3253,
20557,Merge pull request #3253 from terraform-providers/correlationID,Enable correlation request ID header in ARM API.
20558,Merge pull request #3497 from BenDutton/patch-1,Remove advanced_schedule block from the azurerm_automation_schedule documentation example
20559,formatting,
20560,Remove advanced_schedule block from the azurerm_automation_schedule example,"The advanced_schedule block is not valid, and the contained week_days argument should not be inside it."
20561,Fix d/azurerm_kubernetes_service_versions example usage documentation (#3487),Fixes #3486.
20562,"Update CHANGELOG,md to include #3475",
20563,Update api_management.go (#3475),
20564,Add support multiple agent pool profiles,
20565,Pulled in schema def from resource,updated how d.Set's collect properties aligned properties in docs example updated example resource names
20566,Changed casing for current api version.,
20567,Update CHANGELOG.md to include #3482,
20568,r/automation_module: polling until the module's finished provisioning (#3482),Fixes #2600
20569,r/data_factory: documenting the principal_id and tenant_id fields (#3479),Fixes #3454
20570,simplified bool comparison,
20571,rename function to make them distinct,
20572,Added doc entry for redis cache datasource,
20573,comment out blob storage backup uri for now,
20574,Merge branch 'master' into issue-3432,
20575,added redis datasource and test,
20576,add analysis services server documentation,
