Index,Message,Description
1430,Merge pull request #26 from Microsoft/newbuild,"Refactor repo layout, simplify build and use NB.GitVersioning, add release build YAML"
1431,"Refactor repo layout, simplify build and use NB.GitVersioning","Change the repository layout to group all the source and test files under the src/ directory, then split by platform (windows, osx, and shared) at the next level. Redirect the build output for all the projects to the top-level out/ directory. This means it's easier to do the path-math for signing and building the installers. Use Nerdbank.GitVersioning to provide a unified Semantic Version model for all of our assemblies and installers. Integrate the Mac-native MSAuth helper Xcode workspace into the main .NET build by chaining the build into the main CLI .NET project so that MSBuild shells out to xcodebuild. Also create a wrapper .NET project for the Mac installer script with a two step process: 'layout.sh' for making the installer payload layout, and 'pack.sh' for constructing the pkg file. Building the MSBuild project will call both layout and pack to produce an unsigned pkg file for development purposes. The signed release build can call 'layout.sh' and 'pack.sh' separately (and do signing of binaries in between)."
1432,Merge pull request #25 from mjcheetham/erase-userpass-match,Only erase credentials that match the username/password if specified
1433,Merge pull request #21 from mjcheetham/mac-adal-logs,Fix the MSAuthHelper on macOS to trace ADAL logs and return correct exit codes
1434,Merge pull request #22 from mjcheetham/tracing-tweaks,Fix a few problems with tracing secrets and missing vital error codes
1435,Capture ADAL logs; upgrade ADAL; use correct trace fmt; use exit code,Enable the Microsoft Authentication helper on macOS to include ADAL logging information in the trace output when GCM_TRACE_MSAUTH is set. Also respects PII or sensitive information tracing setting GCM_TRACE_SECRETS. Upgrade to ADAL 4.0.0 which has now fixed the problem of being noisy and writing to NSLog/stderr. Update the AHLogger trace format output to be consistent with that of the main GCM application and Git's own output. Correctly return a non-zero exit code and error message on failure.
1436,Ensure we log the actual Win32 error on failure,Ensure we are reporting the actual module error message when a failure to access the Windows credential store occurs. Also print all inner exceptions and any codes for modules.
1437,Merge pull request #23 from mjcheetham/podrepoupdate,Ensure macOS build does pod repo update
1438,Ensure macOS build does pod repo update,
1439,Ensure we're not tracing secret info in dictionaries,
1440,Only erase credentials that match user/pass when present,"Only erase stored credentials when the user name and password values match those passed on standard input, if any. When no user name and/or password are given on standard input we skip checking the stored value and just erase the credential. This is an important but possibly subtle behaviour to help prevent erroneous erasure of credentials. Calls to module should immediately be followed by module or module. If there are concurrent processes that have called module but not yet module or module, there's a gap when another (faster) process could have completed the module combination and have stored a different credential value than what the first process got from module. If the first process fails and calls module the valid credential as module-ed by the second process would be deleted. This change helps prevent such a scenario (although there is still a small gap inside the GCM erase command itself between reading the OS's credential store and deleting from it - we could look at some system-wide lock around the credential store if this is deemed a problem later)."
1441,Merge pull request #19 from mjcheetham/macos-msauth-helper,Add Microsoft Authentication helper for macOS
1442,Update Azure Pipelines YAML to build macOS msauth helper,Update the Azure Pipelines YAML for macOS to build the Microsoft Authentication helper using Xcode and also build & publish the installer package.
1443,Add basic .pkg installer script,Add a simple flat-package installer with postinstall script to configure the user's system gitconfig.
1444,Add initial version of Mac MSAuth helper using ADAL 2.5.1,"Add the initial version of the Mac Microsoft Authentication Helper using ADAL 2.5.1 via CocoaPods. The pods are statically linked so only a single executable ""Microsoft.Authentication.Helper"" is required to be distributed with GCM. ADAL 2.5.1 was chosen because later ADAL versions include a bug where errors were being written to standard error: https://github.com/AzureAD/azure-activedirectory-library-for-objc/issues/1362"
1445,Merge pull request #16 from mjcheetham/windows-msauth-helper,Add Microsoft Authentication helper for Windows
1446,Enable multi-targeting to NetFX 4.6.1 on Windows,"Enable building the class libraries and head CLI project against .NET Framework 4.6.1 when compiling on Windows. This enables the Windows-only authentication helpers (which build against the Microsoft.Git.CredentialManager.dll library) to avoid pulling in the .NET Standard type-forwarding libraries, which not only allows us to deploy the helpers and the main GCM executable in to the same directory without conflicting type-fwd libraries, but also greatly reduces the number of assemblies required to ship on Windows."
1447,Add Microsoft Authentication helper for Windows,Add an authentication helper for AAD/MSA auth that runs on Windows. ADAL.NET is used to obtain an access token based on input fed over stdin by Git Credential Manager. The access token is returned back to GCM over stdout on success. Common application start-up code has been refactored into the module abstract class. This ensures consistent tracing and debug support using the GCM_TRACE & GCM_TRACE_SECRETS and GCM_DEBUG environment variables.
1448,Merge pull request #15 from mjcheetham/github-provider,Add GitHub host provider (with basic TTY credential prompts)
1449,Add GitHub host provider with basic TTY cred prompts,The required web calls and call flow/patterns are based on the original Git Credential Manager GitHub code. The support for GitHub authentication is by a basic TTY credential prompt (also supporting 2FA). In the future a credential helper which can show GUI to capture the user/pass/auth-code can be added in a similar manner to the Microsoft Authentication Helper.
